"fullName","description","isFork","createdAgo","pushedAgo","stars","watchers","forks","issues","pullRequests","releases","topics","mentionable","assignable","usersStars","leftShare","rightShare","relevance","T1W","T2W","T1M","T3M","T6M","T1Y","T2Y","T5Y","TI","T-48","T-47","T-46","T-45","T-44","T-43","T-42","T-41","T-40","T-39","T-38","T-37","T-36","T-35","T-34","T-33","T-32","T-31","T-30","T-29","T-28","T-27","T-26","T-25","T-24","T-23","T-22","T-21","T-20","T-19","T-18","T-17","T-16","T-15","T-14","T-13","T-12","T-11","T-10","T-9","T-8","T-7","T-6","T-5","T-4","T-3","T-2","T-1","T0"
"google/flax","Flax is a neural network ecosystem for JAX that is designed for flexibility.",false,383.4,0.8,1402,65,166,255,622,4,"jax",74,19,132,0.48,13.8,4.52,2,3.07,2.99,3.35,2.44,2.59,,,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,572,655,765,849,905,953,993,1047,1092,1192,1307,1399
"rasbt/mlxtend","A library of extension and helper modules for Python's data analysis and machine learning libraries.",false,2358.7,4,3300,124,694,349,420,23,"python, machine-learning, data-science, data-mining, association-rules, supervised-learning, unsupervised-learning",72,1,233,0.85,10.35,4.51,2,1.64,1.25,1.61,1.66,1.69,1.86,1.69,1.4,663,693,735,765,798,841,891,928,989,1031,1095,1157,1212,1261,1321,1401,1457,1510,1559,1603,1663,1717,1793,1887,1936,1991,2050,2115,2181,2269,2325,2386,2452,2522,2583,2624,2676,2728,2776,2825,2890,2938,2990,3054,3103,3145,3196,3254,3293
"magenta/magenta","Magenta: Music and Art Generation with Machine Intelligence",false,1728,7.9,16211,814,3320,800,1080,47,"",147,20,672,2.46,6.08,4.5,3.71,4.07,4.01,4.9,5.21,5.22,6.15,,9.45,4059,4431,4713,5088,5729,6046,6409,6638,6848,7035,7283,7610,8102,8474,8961,9304,9570,9846,10085,10329,10566,10866,11158,11462,11717,11897,12341,12653,12895,13089,13292,13459,13655,13844,14014,14167,14298,14454,14590,14779,14943,15095,15254,15408,15577,15758,15943,16082,16206
"astooke/rlpyt","Reinforcement Learning in PyTorch",false,640,23,1791,50,266,150,47,0,"",17,1,155,0.57,12.68,4.5,0.86,1.07,1.15,1.07,1.44,1.75,,,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,94,624,918,1017,1098,1150,1243,1303,1381,1440,1490,1526,1576,1649,1691,1723,1754,1790
"janishar/mit-deep-learning-book-pdf","MIT Deep Learning Book in PDF format (complete and parts) by Ian Goodfellow, Yoshua Bengio and Aaron Courville",false,1391.4,11.7,8995,380,2137,13,6,3,"deep-learning, machine-learning, linear-algebra, mit, deeplearning, pdf, neural-network, neural-networks, machine, thinking, book, chapter, learning, lecture-notes, excercises, good, clear, printable, print",6,1,454,1.66,7.4,4.5,5.86,5.14,4.64,4.24,3.88,4.49,5.71,,6.47,0,0,0,217,269,323,388,454,578,828,1139,1408,1685,1941,2245,2481,2760,3024,3262,3490,3743,3981,4266,4524,4819,5091,5332,5636,5885,6080,6272,6435,6641,6848,7022,7183,7345,7528,7682,7841,8036,8170,8277,8378,8492,8599,8709,8845,8987
"google-research/arxiv-latex-cleaner","arXiv LaTeX Cleaner: Easily clean the LaTeX code of your paper to submit to arXiv",false,750.5,8.5,2021,22,152,21,15,10,"arxiv, latex",15,28,167,0.61,12.11,4.48,1.14,1.5,1.45,1.41,2.08,2.52,2.55,,2.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,300,418,654,741,790,897,931,966,999,1033,1070,1095,1177,1293,1338,1417,1495,1636,1717,1817,1885,1926,1971,2016
"allegroai/clearml","ClearML - Auto-Magical Suite of tools to streamline your ML workflow. Experiment Manager, ML-Ops and Data-Management",false,597.5,2.3,2129,67,322,255,36,39,"version-control, experiment-manager, version, control, experiment, deeplearning, deep-learning, machine-learning, machinelearning, ai, trains, trainsai, clearml, k8s, mlols, devops",26,8,173,0.63,11.91,4.48,2.57,2.5,3.09,3.11,2.89,2.89,,,3.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,724,809,831,911,976,1006,1067,1170,1210,1246,1293,1367,1597,1667,1761,1840,1959,2029,2124
"wandb/client","🔥 A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.",false,1405.6,0.7,2667,27,187,844,918,49,"machine-learning, experiment-track, deep-learning, keras, tensorflow, pytorch, hyperparameter-search, reinforcement-learning",62,31,201,0.74,11.05,4.48,4.86,4.71,5.23,3.64,2.89,3.56,3.61,,2.13,0,0,0,0,0,0,0,2,2,2,2,2,3,3,3,3,4,5,6,8,9,9,23,26,27,28,29,30,1069,1124,1133,1173,1211,1242,1273,1304,1357,1410,1448,1625,1948,2058,2132,2192,2248,2326,2419,2500,2660
"tzutalin/labelImg","🖍️ LabelImg is a graphical image annotation tool and label object bounding boxes in images",false,1959.8,18.1,13199,365,4308,528,167,2,"python2, python3, annotations, tools, imagenet, deep-learning, detection, recognition, image-classification",71,2,583,2.14,6.47,4.47,12.14,10.5,10.42,10.66,10.37,10.36,10.43,7.21,6.79,330,363,439,535,626,726,866,1082,1258,1441,1636,1869,2114,2334,2608,2965,3282,3571,3867,4128,4389,4673,4948,5239,5554,5792,6144,6497,6851,7165,7560,7902,8215,8508,8815,9115,9387,9610,9925,10257,10616,10957,11275,11596,11898,12196,12528,12852,13170
"ludwig-ai/ludwig","Ludwig is a toolbox that allows to train and evaluate deep learning models without the need to write code.",false,761.8,1.4,7502,192,887,509,573,9,"deep-learning, deeplearning, deep-neural-networks, deep, learning, machine-learning, machinelearning, machine, natural-language-processing, natural-language-understanding, natural-language, natural-language-generation, computer-vision, python3",84,7,399,1.46,7.79,4.46,8.71,5.57,4.18,3.73,3.66,3.61,,,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2994,3965,4255,4564,4735,5227,5464,5612,5764,5888,5990,6174,6346,6469,6554,6627,6738,6822,6888,6958,7150,7253,7363,7492
"josephmisiti/awesome-machine-learning","A curated list of awesome Machine Learning frameworks, libraries and software.",false,2388,7,48104,3410,12055,69,692,0,"",479,1,1374,5.04,4.19,4.45,20.86,17.5,14.47,13.01,13.96,14.93,15.71,21.59,20.14,18374,19134,19909,20750,21547,22354,23113,23886,24616,25536,26342,27198,28209,29242,30088,30852,31466,32225,32938,33533,34137,34711,35247,35885,36567,37072,37662,38301,38931,39455,39987,40466,40959,41408,41801,42218,42586,42916,43301,43762,44240,44700,45490,45820,46478,46849,47242,47597,48038
"cs231n/cs231n.github.io","Public facing notes page",false,2214.5,22,8014,542,3585,92,161,0,"",129,52,416,1.52,7.61,4.45,1.71,1.93,2.1,2.4,2.56,3.07,3.51,4.07,3.62,1865,2012,2149,2312,2461,2618,2781,2921,3080,3214,3376,3512,3651,3791,3934,4103,4249,4388,4537,4684,4857,5003,5164,5305,5445,5546,5712,5886,5993,6117,6252,6365,6467,6578,6709,6818,6885,6966,7064,7208,7316,7442,7540,7621,7707,7787,7870,7942,8007
"tensorflow/lucid","A collection of infrastructure and tools for research in neural network interpretability.",false,1098.1,0.9,4037,166,582,156,122,14,"tensorflow, interpretability, visualization, machine-learning, colab, jupyter-notebook",38,20,263,0.96,9.55,4.45,0.43,0.57,0.99,1.56,1.59,2,2.83,,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,81,793,871,960,1050,1162,1440,1634,1719,1822,1891,1967,2047,2345,2490,2569,2645,2708,2774,2829,3060,3144,3227,3304,3352,3415,3557,3628,3696,3744,3781,3850,3891,3954,4003,4035
"bmabey/pyLDAvis","Python library for interactive topic model visualization. Port of the R LDAvis package.",false,2119.9,12.3,1386,57,297,135,53,0,"",27,1,129,0.47,13.64,4.45,0.43,0.5,0.53,0.67,0.65,0.71,0.71,0.66,0.67,371,389,408,434,450,472,492,511,524,536,555,580,607,633,666,689,704,729,759,779,799,819,838,853,868,901,919,940,962,978,1002,1019,1039,1055,1082,1106,1126,1141,1173,1198,1223,1249,1266,1279,1300,1325,1347,1369,1386
"Hvass-Labs/TensorFlow-Tutorials","TensorFlow Tutorials with YouTube Videos",false,1676.2,12,8662,558,4134,109,18,0,"tensorflow, deep-learning, machine-learning, reinforcement-learning, python-notebook, tutorial, neural-network, youtube",1,1,437,1.6,7.39,4.44,2.29,2.5,2.17,1.91,2.01,2.33,3.64,,5.23,333,448,624,802,990,1165,1352,1513,1667,1895,2087,2305,2487,2674,3447,3731,3997,4277,4544,4814,5075,5308,5541,5762,5995,6205,6443,6650,6848,7000,7160,7286,7422,7526,7634,7725,7804,7883,7964,8053,8141,8217,8288,8351,8411,8481,8537,8588,8656
"Mikoto10032/DeepLearning","深度学习入门教程, 优秀文章, Deep Learning Tutorial",false,1024.2,9.6,4485,218,1578,5,1,0,"deeplearning, cnn, rnn, gan, machine-learning, tensorflow, mxnet, deep-learning, machinelearning, pytorch, gcn, kaggle",1,1,282,1.03,9.21,4.44,6.71,6.36,6.25,6.79,6.61,6.19,5.81,,4.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,14,23,54,91,127,165,211,233,273,356,471,592,712,1039,1281,1500,1701,1877,2074,2212,2337,2498,2686,2886,3083,3264,3418,3587,3852,4083,4281,4473
"explosion/thinc","🔮 A refreshing functional take on deep learning, compatible with your favorite libraries",false,2295.1,3.7,2162,81,197,96,368,43,"machine-learning, deep-learning, artificial-intelligence, ai, python, nlp, natural-language-processing, spacy, machine-learning-library, type-checking, functional-programming, pytorch, tensorflow, mxnet, jax",34,6,173,0.63,11.73,4.43,1.14,1.07,1.22,0.94,0.99,2.61,1.78,1.16,0.96,69,104,136,155,183,288,308,326,344,372,415,444,466,504,539,574,617,640,667,700,728,763,796,828,860,886,914,944,969,988,1010,1043,1081,1109,1141,1164,1208,1778,1824,1869,1898,1939,1979,2004,2031,2072,2094,2121,2160
"asappresearch/sru","Training RNNs as Fast as CNNs (https://arxiv.org/abs/1709.02755)",false,1248,5,1870,71,281,102,55,21,"pytorch, deep-learning, recurrent-neural-networks, nlp",19,22,157,0.58,12.3,4.43,0.29,0.43,0.56,0.45,0.37,0.39,0.49,,1.52,0,0,0,0,0,0,0,0,915,1010,1051,1099,1159,1194,1241,1281,1313,1335,1355,1380,1411,1440,1465,1484,1511,1526,1550,1567,1584,1599,1611,1652,1663,1673,1693,1709,1725,1733,1742,1755,1773,1791,1801,1808,1816,1828,1842,1853,1872
"lyhue1991/eat_pytorch_in_20_days","Pytorch🍊🍉   is delicious, just eat it! 😋😋",false,214.4,10.7,2059,44,483,10,8,0,"pytorch, tensorflow2-pytorch",5,1,167,0.61,11.89,4.42,3.71,4.36,3.72,3.45,10.28,,,,9.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,803,1389,1733,1828,1935,2049
"facebookresearch/hydra","Hydra is a framework for elegantly configuring complex applications",false,595,0.7,3617,79,293,631,701,11,"",89,561,243,0.89,9.85,4.42,6.57,8.43,10.19,7.02,5.8,5.7,,,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,1190,1383,1461,1526,1907,2025,2148,2267,2433,2547,2650,2836,2964,3089,3296,3607
"nl8590687/ASRT_SpeechRecognition","A Deep-Learning-Based Chinese Speech Recognition System 基于深度学习的中文语音识别系统",false,1423.2,12.5,3773,157,1229,210,16,8,"tensorflow, cnn, ctc, python, keras, speech-recognition, speech-to-text, chinese-speech-recognition",8,1,250,0.92,9.71,4.42,4.57,5.21,4.21,3.89,3.55,3.85,4.51,,2.66,0,0,1,2,2,2,3,3,3,3,4,5,7,8,11,35,67,108,144,182,224,277,324,390,470,787,928,1087,1266,1380,1547,1687,1833,1949,2109,2259,2360,2458,2598,2757,2893,2997,3117,3213,3316,3409,3509,3636,3766
"rapidsai/cudf","cuDF - GPU DataFrame Library",false,1361.7,0.7,3627,148,482,3283,3925,3,"gpu, h2o, python-api, machine-learning-algorithms, mapd, anaconda, gpu-dataframe, rapids, cudf, arrow, cuda, pandas",168,191,243,0.89,9.82,4.41,2.71,2.5,2.3,2.87,3.49,3.42,3.56,,2.67,0,0,0,0,175,215,218,231,246,266,280,298,306,321,334,355,364,376,394,410,425,699,826,932,1023,1091,1197,1384,1493,1559,1647,1844,1915,2066,2164,2297,2372,2471,2551,2676,2781,2888,2983,3074,3191,3359,3465,3551,3622
"mozilla/DeepSpeech","DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices ranging from a Raspberry Pi 4 to high power GPU servers.",false,1700.2,1.4,16403,638,3050,1917,1587,105,"deep-learning, machine-learning, neural-networks, tensorflow, speech-recognition, speech-to-text, deepspeech, embedded, on-device, offline",147,26,665,2.44,5.94,4.41,10.29,9.57,9.5,10.41,10.73,10.21,10.41,,9.65,66,124,281,399,531,624,777,985,1112,1285,1468,4723,5184,5542,5902,6172,6472,6793,7039,7277,7659,7909,8180,8501,8773,9058,9431,9739,9970,10207,10476,10723,10969,11251,11532,12324,12649,12965,13233,13528,13869,14134,14416,14798,15126,15425,15806,16085,16376
"xavier-zy/Awesome-pytorch-list-CNVersion","Awesome-pytorch-list 翻译工作进行中......",false,511.5,36.7,1321,62,350,0,0,0,"pytorch, python, machine-learning, deep-learning, tutorials, papers, pytorch-tutorials, data-sicence, nlp, nlp-library, cv, computer-vision, facebook, probabilistic-programming, utility-library, neural-network, pytorch-models, awsome-pytorch-list, cnversion",1,1,124,0.45,13.76,4.41,0.71,1.14,1.02,1.27,1.25,3.45,,,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,54,499,775,847,1004,1051,1088,1143,1172,1200,1232,1284,1317
"danielegrattarola/spektral","Graph Neural Networks with Keras and Tensorflow 2.",false,741.3,1.1,1593,46,192,119,37,1,"graph-neural-networks, keras, python, tensorflow, tensorflow2, graph-deep-learning, deep-learning",15,1,140,0.51,12.88,4.4,1.57,1.43,1.25,1.69,1.82,2.88,2.17,,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,309,347,361,363,373,384,406,421,446,473,507,537,564,587,608,765,856,1258,1311,1368,1435,1495,1551,1590
"mozilla/TTS",":robot: :speech_balloon: Deep learning for Text to Speech  (Discussion forum: https://discourse.mozilla.org/c/tts)",false,1100.2,1.1,3107,149,660,440,180,0,"deep-learning, text-to-speech, python, pytorch, tacotron, tts, speaker-encoder, dataset-analysis, tacotron2, tensorflow2, vocoder, melgan, gantts, multiband-melgan, glow-tts, speech",54,14,218,0.8,10.28,4.39,4.71,4.5,3.81,4.07,3.92,3.84,3.41,,2.82,0,0,0,0,0,0,0,0,0,0,0,0,6,24,93,123,207,244,281,302,338,405,462,530,606,658,748,842,915,993,1080,1195,1315,1410,1501,1600,1695,1778,1879,1999,2141,2253,2381,2487,2609,2725,2863,2979,3097
"lexfridman/mit-deep-learning","Tutorials, assignments, and competitions for MIT Deep Learning related courses.",false,1480.8,11.9,8294,649,1909,8,13,0,"deep-learning, mit, self-driving-cars, deep-reinforcement-learning, deep-rl, artificial-intelligence, neural-networks, segmentation, machine-learning, data-science, deeplearning, tensorflow, tensorflow-tutorials, jupyter-notebooks",4,2,419,1.54,7.4,4.38,3.43,3.36,3.45,3.34,3.52,4.42,6.35,,5.62,114,137,144,149,152,156,162,166,172,178,180,192,209,215,217,220,229,230,231,233,235,238,241,245,3646,4359,4613,4834,5042,5170,5301,5405,5553,5673,5799,5908,6671,7027,7174,7296,7447,7564,7642,7758,7873,7979,8084,8180,8285
"jmcarpenter2/swifter","A package which efficiently applies any function to a pandas dataframe or series in the fastest available manner",false,1025.9,39,1513,25,69,90,56,0,"pandas, pandas-dataframe, parallel-computing, parallelization, dask, modin",12,1,134,0.49,12.98,4.36,0.71,1.21,1.08,1.19,1.25,1.51,1.78,,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,44,49,55,105,126,153,169,197,210,245,272,303,352,391,419,489,539,576,841,916,961,999,1040,1092,1180,1231,1281,1317,1365,1402,1448,1478,1512
"nmslib/hnswlib","Header-only C++/python library for fast approximate nearest neighbors",false,1301.3,1.9,1320,52,240,179,100,2,"",22,4,122,0.45,13.55,4.35,2.14,1.71,1.45,1.96,1.79,1.62,1.42,,1.09,0,0,0,0,0,0,0,0,0,3,4,6,7,11,24,42,57,80,115,134,162,188,218,250,275,297,324,363,387,424,461,509,543,586,625,666,723,743,777,810,866,917,988,1049,1105,1136,1195,1271,1317
"nmslib/nmslib","Non-Metric Space Library (NMSLIB): An efficient similarity search library and a toolkit for evaluation of k-NN methods for generic non-metric spaces.",false,2758.4,2.1,2261,101,335,357,113,18,"knn-search, non-metric, neighborhood-graphs, k-nn-graphs, vp-tree",27,6,175,0.64,11.34,4.35,0.86,1.07,0.99,1.13,1.18,1.37,1.41,1.21,0.86,251,268,290,328,357,377,402,430,448,491,525,562,591,642,708,765,807,872,908,954,1024,1076,1126,1184,1231,1270,1328,1373,1420,1474,1508,1554,1586,1631,1672,1717,1760,1794,1846,1892,1944,1990,2044,2083,2124,2155,2195,2228,2259
"ultralytics/yolov3","YOLOv3 in PyTorch > ONNX > CoreML > TFLite",false,885.4,2.1,6611,145,2459,1529,140,10,"yolov3, object-detection, pytorch, yolo, onnx, coreml, ios, tflite, yolov4, yolov5, deep-learning, machine-learning, ml",42,4,357,1.31,7.91,4.34,7.57,6.5,6.15,7.45,7.5,9.19,8.13,,7.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,331,439,482,555,655,734,935,1226,1419,1596,1802,2018,2208,2414,2691,3036,3234,3460,3760,4103,4512,4918,5220,5491,5709,5909,6175,6403,6591
"MrGemy95/Tensorflow-Project-Template","A best practice for tensorflow project template architecture. ",false,1102,35.2,3351,155,780,18,19,0,"tesnorflow, software-engineering, oop, deep-learning, neural-network, convolutional-neural-networks, tensorflow-tutorials, deep-learning-tutorial, best-practices, tensorflow, template",10,2,226,0.83,9.88,4.33,1.29,1.14,0.79,0.64,0.69,0.75,1.09,,3.09,0,0,0,0,0,0,0,0,0,0,0,0,0,1388,1631,1767,1894,1980,2065,2137,2226,2293,2386,2452,2550,2604,2673,2727,2766,2829,2869,2916,2952,2988,3026,3052,3076,3097,3113,3135,3161,3200,3224,3245,3263,3292,3303,3325,3350
"NVlabs/stylegan2","StyleGAN2 - Official TensorFlow Implementation",false,427.9,3.9,6918,328,1626,0,18,0,"",13,13,366,1.34,7.75,4.32,11,9.86,9.14,10.08,10.49,12.36,,,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1806,2376,3067,3473,3792,4135,4689,4976,5267,5560,5970,6334,6611,6891
"pytorch/audio","Data manipulation and transformation for audio signal processing, powered by PyTorch",false,1363.8,0.8,1205,47,274,359,840,10,"audio, python, io, mp3, wav, speech",117,384,114,0.42,13.86,4.31,1,1.29,1.32,1.15,1.08,1.19,1.16,,0.88,0,0,0,0,76,83,91,96,133,143,159,172,203,221,229,237,252,260,275,286,297,321,336,348,358,384,399,415,429,457,485,563,607,643,675,714,767,798,833,869,923,964,1006,1040,1074,1097,1126,1163,1203
"tiangolo/fastapi","FastAPI framework, high performance, easy to learn, fast to code, ready for production",false,781.5,0.9,26360,468,1799,1743,936,99,"python, json, swagger-ui, redoc, starlette, openapi, api, openapi3, framework, async, asyncio, uvicorn, python3, python-types, pydantic, json-schema, fastapi, swagger, rest, web",207,2,889,3.26,4.94,4.3,38.14,44.57,40.83,44.78,43.73,49.24,35.76,,33.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,154,305,1487,2175,2566,2895,3379,3861,4470,5041,5707,6868,8287,9626,11329,12760,13872,15527,18280,19884,21067,22174,23298,25019,26262
"academicpages/academicpages.github.io","Github Pages template for academic personal websites, forked from mmistakes/minimal-mistakes",false,1595.3,0.7,3741,80,12141,171,343,2,"",19,1,242,0.89,9.48,4.3,3.71,4.21,3.91,4.33,3.95,4.02,3.57,,2.38,3,6,141,178,191,202,216,270,296,328,371,407,448,492,537,589,626,664,715,765,822,893,981,1052,1127,1203,1303,1410,1493,1577,1661,1752,1865,1984,2072,2156,2270,2395,2514,2633,2756,2873,3015,3124,3237,3340,3458,3616,3736
"kojino/120-Data-Science-Interview-Questions","Answers to 120 commonly asked data science interview questions.",false,1141.7,24,2379,117,963,4,22,0,"",14,1,178,0.65,10.97,4.28,2.57,2.71,2.27,1.93,1.79,1.93,2.68,,2.16,0,0,0,0,0,0,0,0,0,0,0,0,1,7,19,41,62,89,144,203,264,312,341,376,422,509,693,791,853,1097,1276,1358,1430,1505,1571,1621,1671,1741,1810,1864,1946,1991,2048,2112,2152,2199,2250,2306,2376
"thu-ml/tianshou","An elegant PyTorch deep reinforcement learning platform.",false,1016.9,1.3,2456,51,393,154,125,12,"pytorch-reinforcement-learning, pytorch, deeprl, policy-gradient, dqn, double-dqn, dueling-dqn, a2c, ddpg, ppo, td3, sac, sac-discrete, imitation-learning, prioritized-experience-replay, generalized-advantage-estimation, recurrent-neural-networks, multiagent-reinforcement-learning, model-based-reinforcement-learning, psrl",28,15,182,0.67,10.86,4.28,3,3.14,3.06,3.36,3.39,6.62,3.32,,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,13,15,16,17,18,19,22,25,26,26,27,27,28,29,29,29,29,30,30,30,31,35,1354,1531,1667,1829,1948,2038,2140,2232,2354,2449
"learnables/learn2learn","A PyTorch Library for Meta-learning Research",false,538.1,3.9,1140,32,145,104,111,7,"pytorch, maml, meta-learning, learning2learn, learn2learn, metalearning, few-shot, meta-rl, meta-descent, meta-optimization",15,4,109,0.4,14.01,4.28,0.86,1.29,1.25,1.44,1.65,1.49,,,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,396,490,536,573,594,624,700,738,773,798,835,867,960,1007,1050,1100,1139
"JasonKessler/scattertext","Beautiful visualizations of how language differs among document types.",false,1651.7,9.4,1492,52,204,72,9,1,"nlp, d3, word-embeddings, machine-learning, natural-language-processing, visualization, word2vec, text-visualization, text-mining, japanese-language, computational-social-science, sentiment, eda, exploratory-data-analysis, text-as-data, scatter-plot, topic-modeling, stylometry, stylometric, semiotic-squares",8,1,130,0.48,12.77,4.27,0.29,0.5,0.79,0.82,1.01,0.93,0.99,,0.9,38,48,85,110,114,245,281,349,370,390,402,439,463,481,510,530,571,597,628,648,662,686,708,734,761,785,827,878,915,943,968,991,1030,1078,1097,1131,1149,1182,1212,1238,1261,1278,1303,1355,1385,1413,1440,1463,1489
"tamarott/SinGAN","Official pytorch implementation of the paper: ""SinGAN: Learning a Generative Model from a Single Natural Image""",false,528.8,8.4,2718,67,499,123,14,0,"singan, gan, official, single-image, harmonization, animation, single-image-animation, single-image-generation, image-edit, arbitrery-sizes, single-image-super-resolution, super-resolution",4,1,194,0.71,10.46,4.27,1,0.64,0.99,1.22,1.48,1.73,,,5.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,41,1617,1959,2084,2161,2228,2278,2349,2394,2444,2515,2549,2604,2651,2684,2716
"blue-yonder/tsfresh","Automatic extraction of relevant features from time series:",false,1554.3,1.9,5324,155,846,432,371,9,"data-science, feature-extraction, time-series",79,32,304,1.11,8.37,4.27,2.86,3,2.6,2.43,2.32,2.44,2.72,,3.42,1688,1724,1775,1827,1895,1954,2004,2048,2110,2185,2244,2304,2365,2430,2519,2583,2654,2734,2807,2869,2966,3076,3174,3263,3327,3450,3587,3673,3790,3864,3936,4005,4095,4177,4274,4340,4422,4495,4569,4655,4742,4823,4890,4951,5046,5091,5164,5234,5315
"huseinzol05/Stock-Prediction-Models","Gathers machine learning and deep learning models for Stock forecasting including trading bots and simulations",false,1136.4,22.4,3195,262,1386,97,5,0,"lstm, lstm-sequence, evolution-strategies, stock-prediction-models, seq2seq, trading-bot, stock-market, stock-price-prediction, stock-price-forecasting, deep-learning-stock, deep-learning, monte-carlo, strategy-agent, learning-agents, monte-carlo-markov-chain",2,1,215,0.79,9.86,4.25,6.57,5.5,5.82,5.55,4.98,5.01,4.26,,2.81,0,0,0,0,0,0,0,0,0,0,0,2,3,4,7,8,11,12,14,15,18,22,34,44,75,102,148,340,455,558,658,777,882,982,1091,1210,1352,1478,1620,1808,1967,2122,2273,2425,2565,2676,2828,3005,3183
"ml-tooling/best-of-ml-python","🏆 A ranked list of awesome machine learning Python libraries. Updated weekly.",false,59,1.1,3784,194,471,11,37,12,"best-of, awesome, python, machine-learning, data-science, awesome-list, nlp, data-visualization, tensorflow, pytorch, scikit-learn, keras, python-library, data-visualizations, deep-learning",15,3,240,0.88,9.3,4.24,316.57,251.71,117.53,,,,,,65.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3614
"fastai/nbdev","Create delightful python projects using Jupyter Notebooks",false,436.1,0.7,2557,37,263,222,185,12,"jupyter-notebooks, python, literate-programming, fastai, documentation-generator, developer-tools, documentation-tool, jupyter, nbdev, pypi, python-modules, conda",50,4,185,0.68,10.6,4.24,4.71,5.93,4.14,7.68,4.88,4.93,,,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,591,747,1068,1171,1480,1546,1604,1656,1726,1790,1846,2171,2422,2549
"facebookresearch/hiplot","HiPlot makes understanding high dimensional data easy",false,446.3,16.4,1941,28,89,48,101,0,"",30,559,154,0.56,11.63,4.24,6.14,5.43,10.36,6.76,3.8,,,,5.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895,1082,1120,1166,1189,1234,1260,1293,1311,1426,1612,1929
"gradio-app/gradio","Create UIs for prototyping your machine learning model in 3 minutes",false,770.5,0.9,1948,49,125,66,30,0,"machine-learning, models, ui, ui-components, interface, python, data-science, data-visualization, deep-learning, data-analysis",10,6,154,0.56,11.59,4.23,5,4,3.35,2.54,3.76,4.9,,,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,12,21,124,131,136,144,146,152,154,164,168,173,175,178,1256,1489,1612,1711,1765,1842,1945
"tensorpack/tensorpack","A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility",false,1859.9,5.5,5907,210,1762,1308,199,3,"tensorflow, deep-learning, reinforcement-learning, neural-networks, machine-learning",53,1,322,1.18,7.99,4.22,1.86,1.57,1.64,1.86,1.86,2.26,3.41,,3.35,401,461,533,636,715,798,897,1008,1102,1203,1326,1474,1608,1741,1872,1991,2092,2208,2372,2536,2743,2907,3056,3236,3417,3527,3715,3861,4027,4166,4357,4543,4666,4778,4901,4983,5079,5146,5217,5327,5417,5499,5563,5635,5677,5734,5780,5853,5905
