"fullName","description","isFork","createdAgo","pushedAgo","stars","watchers","forks","issues","pullRequests","releases","topics","mentionable","assignable","usersStars","leftShare","rightShare","relevance","T1W","T2W","T1M","T3M","T6M","T1Y","T2Y","T5Y","TI","T-48","T-47","T-46","T-45","T-44","T-43","T-42","T-41","T-40","T-39","T-38","T-37","T-36","T-35","T-34","T-33","T-32","T-31","T-30","T-29","T-28","T-27","T-26","T-25","T-24","T-23","T-22","T-21","T-20","T-19","T-18","T-17","T-16","T-15","T-14","T-13","T-12","T-11","T-10","T-9","T-8","T-7","T-6","T-5","T-4","T-3","T-2","T-1","T0"
"apache/superset","Apache Superset is a Data Visualization and Data Exploration Platform",false,2023.1,0.1,34819,1409,6797,5618,7137,20,"superset, apache, apache-superset, data-visualization, data-viz, analytics, business-intelligence, data-science, data-engineering, asf, bi, business-analytics, data-analytics, data-analysis, python, react, sql-editor, flask",556,51,765,3.18,4.68,4.12,217.43,181.71,99.75,45.97,29.6,20.31,16.94,18.93,17.15,10132,11384,11983,12659,13371,13924,14315,14919,15322,15726,16124,16549,16995,17387,17817,18202,18610,18995,19409,19755,20168,20918,21394,21788,22283,22649,23109,23582,24003,24428,24887,25389,25780,26190,26540,26961,27237,27515,27842,28244,28545,28884,29248,29656,30094,30455,31263,31616,34652
"wg/wrk","Modern HTTP benchmarking tool",false,3241.4,30.4,27493,755,2292,333,114,0,"",1,1,649,2.7,5.03,4.09,9.43,10.43,10.72,9.99,10.05,12.29,12.14,11.16,8.48,10344,10810,11195,11548,11921,12226,12543,12848,13133,13397,13667,13919,14256,14581,14932,15313,15762,16122,16456,16780,17131,17506,17880,18240,18607,18952,19330,19749,20142,20498,20878,21259,21623,21952,22354,22697,22985,23278,23677,24092,24572,25275,25636,25949,26282,26558,26856,27145,27472
"lidarr/Lidarr","Looks and smells like Sonarr but made for music.",false,1368.3,1.2,1837,106,151,1411,537,14,"",115,8,107,0.44,12.42,4.09,1,1.86,1.84,1.62,1.48,1.53,1.37,,1.34,0,0,0,0,6,10,25,46,77,118,153,191,243,298,344,440,493,525,572,632,662,719,760,788,830,871,901,943,977,1012,1040,1077,1111,1149,1197,1234,1273,1326,1373,1429,1483,1529,1562,1593,1633,1683,1736,1776,1833
"GitSquared/edex-ui","A cross-platform, customizable science fiction terminal emulator with advanced monitoring & touchscreen support.",false,1466.5,3.4,28530,1392,1514,500,453,26,"terminal, science-fiction, linux, windows, nodejs, electron, edex-ui, shell, macos, desktop, unixporn, tron, touchscreen",50,1,662,2.75,4.95,4.07,17,17.5,25.35,102.35,73.42,45.31,28.93,,23.64,0,0,0,0,0,0,0,0,0,2,2,3,3,7,7,8,8,14,15,16,17,21,5111,6389,7382,7967,8205,9174,9646,9931,10470,10711,11025,11376,11647,11813,11958,12122,12271,12477,12661,12821,15097,15324,16401,19159,24237,27727,28499
"drwetter/testssl.sh","Testing TLS/SSL encryption anywhere on any port ",false,2408.4,3.5,4874,176,675,897,944,20,"tls, cipher, openssl, logjam, socket, hpkp, ct, hsts, bigip, caa, freak, drown, heartbleed, rc4, ocsp, ticketbleed, crime, poodle, ssl, robot",80,1,204,0.85,8.92,4.07,3,4.5,3.58,2.65,3.15,3.12,2.87,2.41,2.02,1065,1109,1153,1226,1271,1312,1356,1407,1463,1506,1551,1747,1836,1903,1961,2069,2130,2191,2268,2324,2411,2537,2637,2704,2770,2836,2930,3003,3062,3141,3213,3274,3346,3431,3512,3568,3730,3864,3938,4020,4134,4230,4291,4370,4544,4624,4683,4757,4867
"golang/go","The Go programming language",false,2359.7,0.1,81531,3524,11857,42312,1496,0,"programming-language, language, go, golang",1645,150,1331,5.53,3.48,4.06,40.29,41.43,40.47,41.93,40.26,40,42.61,37.68,36.14,22193,23388,24318,25336,26273,27181,28272,29234,30209,31437,32520,33545,34735,36003,37284,38585,39772,41062,42513,43830,45108,46250,47653,48965,50336,51609,53368,55231,56749,58093,59505,60870,62114,63425,64620,65761,66842,67939,69245,70597,71837,72990,74096,75310,76458,77618,79046,80212,81444
"pterodactyl/panel","Pterodactyl is an open-source game server management panel built with PHP 7, React, and Go. Designed with security in mind, Pterodactyl runs all game servers in isolated Docker containers while exposing a beautiful and intuitive UI to end users.",false,1885.1,1.9,2223,97,537,2171,777,89,"panel, laravel, opensource, mit, pterodactyl, docker, game-server, free, composer-project, game-servers, isolated-docker-containers, php7, tailwindcss, react, typescript, golang",108,7,120,0.5,11.51,4.04,2.43,2.29,2.2,2.41,2.28,1.86,1.43,1.21,1.18,50,79,95,192,230,251,659,684,723,766,795,816,842,879,906,937,965,998,1026,1047,1075,1091,1111,1144,1176,1206,1242,1271,1296,1327,1368,1398,1416,1456,1480,1503,1538,1576,1614,1677,1721,1754,1802,1861,1935,1998,2069,2150,2218
"lensapp/lens","Lens - The Kubernetes IDE",false,813.6,0.1,12641,237,609,1114,958,66,"kubernetes, kubernetes-ui, kubernetes-dashboard, cloud-native, devops, containers",53,17,381,1.58,6.43,4.03,17.71,16,43.46,40.67,32.38,34.25,,,23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,36,56,70,109,126,2533,3784,4413,6086,6699,7859,8476,8898,9514,11286,12610
"httpie/httpie","As easy as /aitch-tee-tee-pie/ 🥧 Modern, user-friendly command-line HTTP client for the API era. JSON support, colors, sessions, downloads, plugins & more. https://twitter.com/httpie",false,3265.4,2.9,49628,1054,3222,661,291,35,"http, cli, client, terminal, web, json, development, rest, debugging, python, usability, httpie, developer-tools, http-client, curl, devops, api, api-client, rest-api, api-testing",110,3,942,3.92,4.05,4,10.86,11.57,10.62,12.72,12.03,12.52,15.05,16.45,15.2,26552,27032,27626,28074,28560,28988,29513,29957,30417,31094,31540,31993,32582,33056,33516,33942,34413,34798,35203,35669,36509,36883,37340,37806,38617,39084,39591,40076,40838,41320,41696,42139,42547,42925,43919,44567,45034,45358,45698,46121,46446,46812,47409,47716,48054,48442,48889,49280,49604
"ventoy/Ventoy","A new bootable USB solution.",false,329.3,0.2,13196,294,1030,623,105,31,"bootable-usb, multiboot, uefi, legacy, iso-files, usb, secure-boot, windows, linux, unix, vmware",22,1,389,1.62,6.28,4,25.86,29.43,26.33,25.99,33.86,,,,43.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996,3839,5865,6976,9326,10138,10784,11734,12355,13157
"firehol/blocklist-ipsets","ipsets dynamically updated with firehol's update-ipsets.sh script",false,2093,0.4,1668,120,197,155,9,0,"blocklists, ipset, ipset-lists, attacks, abuses, malware, command-and-control",7,9,98,0.41,12.53,4,0.86,1.5,1.45,1.24,1.08,0.99,1.06,0.89,0.81,280,311,341,375,404,429,446,472,490,511,542,557,577,602,625,650,663,681,706,732,761,787,816,845,893,922,951,976,1048,1074,1118,1155,1182,1214,1245,1283,1303,1326,1351,1387,1422,1448,1469,1504,1531,1554,1583,1623,1667
"docker-mailserver/docker-mailserver","A fullstack but simple mail server (SMTP, IMAP, LDAP, Antispam, Antivirus, etc.) using Docker.",false,2138.3,1.2,6651,190,1046,1204,583,2,"docker, mailserver, mail, postfix, dovecot, spamassassin, amavis, opendkim, opendmarc, ldap, fail2ban, ssl, letsencrypt, postgrey, imap, smtp, docker-mailserver, saslauthd-ldap",147,8,246,1.02,7.89,3.99,7.14,6.43,6.35,5.95,4.82,4.79,4.19,3.56,3.16,1098,1218,1311,1424,1535,1596,1695,1796,1890,1984,2069,2157,2276,2400,2529,2646,2749,2834,2954,3050,3167,3267,3368,3460,3583,3691,3808,3891,3969,4071,4193,4327,4428,4535,4639,4783,4895,5023,5166,5300,5440,5575,5763,5873,6001,6100,6294,6451,6645
"cdr/code-server","VS Code in the browser",false,706.2,0.1,39776,643,3117,1936,505,56,"vscode, vscode-remote, ide, remote-work, development-environment, dev-tools, browser-ide",111,17,808,3.36,4.33,3.98,35.71,32.79,30.58,39.64,36.48,35.91,,,56.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12894,16886,18692,19966,20894,21888,22670,23563,25031,25887,26601,27431,28587,29613,31083,32215,33051,34154,35112,36092,37637,38778,39710
"chubin/cheat.sh","the only cheat sheet you need",false,1367,2.1,23345,535,1176,160,120,0,"cheatsheet, curl, terminal, command-line, cli, examples, documentation, help, tldr",43,3,567,2.36,5.18,3.98,13.14,11.07,13.15,34.9,23.95,15.12,11.93,,17.29,0,0,0,0,175,226,269,292,303,328,361,399,422,449,458,493,523,601,11056,13112,13614,13854,14115,14306,14607,14862,15077,15610,15997,16179,16616,16907,17098,17280,17418,17575,17800,17987,18209,18370,18553,18787,18948,19120,19260,20132,22327,22917,23319
"stefanprodan/dockprom","Docker hosts and containers monitoring with Prometheus, Grafana, cAdvisor, NodeExporter and AlertManager",false,1591.3,0.7,3711,128,1126,167,47,100,"docker, monitoring, prometheus, alertmanager, grafana, cadvisor",15,2,166,0.69,9.54,3.97,2.43,2.71,2.73,2.94,2.83,2.87,2.79,,2.35,159,212,273,331,387,448,491,550,612,662,733,809,871,932,989,1055,1114,1173,1227,1299,1379,1459,1547,1603,1667,1734,1816,1898,1982,2054,2154,2250,2310,2400,2501,2567,2654,2753,2848,2937,3037,3108,3187,3265,3349,3435,3523,3619,3704
"imthenachoman/How-To-Secure-A-Linux-Server","An evolving how-to guide for securing a Linux server.",false,724.6,2.2,10902,299,684,35,23,0,"linux, hardening, hardening-steps, security, security-hardening, server, linux-server, cc-by-sa",16,1,339,1.41,6.63,3.96,2.71,2.86,3.29,3.2,2.79,2.88,,,15.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7483,8536,8794,8955,9054,9156,9347,9451,9530,9615,9722,9840,9919,10035,10133,10221,10311,10382,10446,10513,10601,10687,10793,10893
"thanos-io/thanos","Highly available Prometheus setup with long term storage capabilities. A CNCF Incubating project.",false,1189.2,0.1,7487,220,1090,1416,2300,54,"prometheus, golang, google-cloud-storage, high-availability, prometheus-ha-pairs, thanos, s3, metric-data, storage, cncf, prometheus-setup, hacktoberfest",310,23,263,1.09,7.49,3.94,4.43,4.29,4.73,10.39,7.68,6.82,6.59,,6.33,0,0,0,0,0,0,0,0,0,0,13,27,90,126,172,591,1201,1501,1675,1847,1997,2125,2292,2484,2666,2846,3025,3202,3407,3714,3926,4108,4287,4470,4666,4816,4990,5156,5320,5583,5752,5895,6077,6243,6387,6529,6685,7333,7479
"Yelp/elastalert","Easy & Flexible Alerting With ElasticSearch",false,2262.1,1.8,7260,264,1661,2198,912,1,"",258,298,257,1.07,7.55,3.93,2.71,2.21,2.04,1.99,2.11,2.36,2.76,3.59,3.24,2619,2720,2833,2955,3050,3150,3261,3358,3423,3535,3649,3751,3903,4029,4141,4264,4352,4467,4595,4692,4809,4928,5042,5143,5243,5343,5479,5598,5704,5793,5891,5983,6077,6172,6247,6324,6395,6464,6545,6622,6725,6797,6873,6955,7012,7075,7136,7195,7258
"hashicorp/terraform","Terraform enables you to safely and predictably create, change, and improve infrastructure. It is an open source tool that codifies APIs into declarative configuration files that can be shared amongst team members, treated as code, edited, reviewed, and versioned.",false,2518,0,25368,1155,6354,16420,10947,146,"graph, infrastructure-as-code, terraform, cloud, cloud-management",2183,727,589,2.45,4.95,3.91,10.71,11.64,12.36,12.3,12.51,14.02,14.18,11.87,10.12,6574,6970,7373,7736,8055,8356,8611,8892,9166,9515,9875,10154,10440,10788,11145,11503,11857,12231,12543,12852,13183,13759,14143,14508,14988,15374,15817,16224,16722,17191,17727,18142,18544,18994,19428,19842,20222,20677,21108,21520,21990,22475,23058,23452,23799,24219,24604,24965,25342
"nginx-proxy/nginx-proxy","Automated nginx proxy for Docker containers using docker-gen",false,2465.2,23.4,14352,293,2565,1147,404,0,"nginx, docker, docker-gen, letsencrypt",89,6,402,1.67,5.97,3.91,5.43,4.5,5.03,5.19,5.02,5.78,6.39,6.87,5.83,4244,4498,4740,4983,5186,5363,5586,5799,5992,6199,6427,6680,6921,7168,7429,7673,7916,8127,8352,8599,8840,9056,9262,9458,9679,9910,10150,10404,10631,10854,11069,11246,11432,11630,11806,11996,12233,12468,12663,12875,13058,13244,13427,13570,13718,13870,14047,14192,14345
"robertdavidgraham/masscan","TCP port scanner, spews SYN packets asynchronously, scanning entire Internet in under 5 minutes.",false,2746.7,2.5,14896,643,2346,388,158,11,"",41,1,413,1.72,5.91,3.91,4.57,4.93,6.15,8.73,11.37,8.78,8,6,5.49,5576,5706,5813,5954,6098,6220,6349,6479,6612,6777,6944,7066,7245,7373,7611,7742,7866,8045,8183,8297,8455,8611,8752,8891,9042,9233,9409,9552,9777,9948,10124,10306,10465,10641,11204,11455,11679,11821,11996,12263,12496,12668,12808,12955,13090,14086,14346,14696,14885
"authelia/authelia","The Single Sign-On Multi-Factor portal for web apps",false,1518.9,0.4,2912,50,205,542,1146,67,"totp, u2f, ldap, nginx, sso-authentication, yubikey, two-factor-authentication, docker, cookie, kubernetes, sso, multifactor, push-notifications, traefik, mfa, two-factor, authentication, security, golang, 2fa",45,4,138,0.57,10.1,3.88,5.71,6.36,8.28,6.36,7.08,5.98,3.56,,1.96,2,3,10,13,19,22,27,34,43,50,62,71,88,102,117,134,146,158,169,181,243,258,267,291,302,322,345,386,414,443,464,514,543,584,628,653,718,798,854,1010,1175,1353,1605,1887,2026,2319,2485,2647,2900
"digitalocean/nginxconfig.io","⚙️ NGINX config generator on steroids 💉",false,1124.3,0.3,11432,225,734,136,79,0,"nginx, nginx-configuration, php-fpm, ssl, letsencrypt, cdn, wordpress, https, http2, gzip, security, rate-limiting, ssl-certificate, security-headers, hsts, nginx-configs, drupal, digitalocean-community-tools, digitalocean, hacktoberfest",35,19,342,1.42,6.38,3.87,3,2.71,2.86,3.24,4.07,3.62,6.78,,10.21,0,0,0,0,0,0,0,0,0,0,0,0,243,351,454,490,545,578,611,654,803,870,4924,6114,6481,6786,7277,7485,7861,8077,8296,8537,8813,9447,9894,10005,10110,10203,10280,10374,10468,10604,10688,10922,11018,11134,11230,11342,11430
"kylemanna/docker-openvpn","🔒 OpenVPN server in a Docker container complete with an EasyRSA PKI CA",false,2435.8,5.4,6341,164,1663,444,191,2,"openvpn-server, docker-container, docker-openvpn, pki, docker, openvpn, easyrsa-pki",64,1,231,0.96,7.77,3.87,2.86,2.71,3.19,3.33,3,3.37,3.56,3.16,2.63,1290,1383,1479,1591,1686,1769,1851,1924,2005,2089,2184,2271,2353,2435,2524,2774,2887,2992,3079,3178,3283,3387,3492,3612,3738,3862,4002,4113,4221,4332,4449,4564,4670,4777,4879,4985,5106,5219,5364,5496,5606,5694,5789,5883,5958,6033,6139,6239,6338
"the-paperless-project/paperless","Scan, index, and archive all of your paper documents",false,1871.4,11.7,7477,182,554,453,268,27,"documents, paper, ocr, archiving, search",93,9,258,1.07,7.36,3.87,3.43,3.21,4.87,4.11,3.32,3.35,3.29,3.89,3.99,3040,3108,3156,3299,3362,3411,3462,3527,3580,3647,3698,3821,3898,3972,4046,4129,4164,4363,4445,4528,4621,4732,4865,4935,5059,5189,5275,5361,5460,5573,5655,5740,5850,5953,6031,6108,6238,6383,6463,6581,6670,6773,6854,6916,6997,7085,7208,7311,7460
"getsentry/sentry","Sentry is cross-platform application monitoring, with a focus on error reporting.",false,3809,0,27208,677,3064,4318,18998,67,"crash-reporting, crash-reports, error-monitoring, monitoring, devops, csp-report, django, error-logging, sentry, python, monitor, apm, hacktoberfest",519,96,607,2.52,4.76,3.85,8.43,9.21,8.94,9.06,9.42,10.3,11,10.6,7.14,10932,11206,11549,11871,12189,12491,12785,13112,13421,13797,14134,14546,14904,15266,15583,15914,16296,16651,16995,17342,17728,18067,18435,18796,19149,19471,19911,20269,20636,20931,21253,21603,21892,22237,22813,23124,23417,23766,24138,24482,24798,25156,25456,25786,26087,26349,26610,26904,27178
"goharbor/harbor","An open source trusted cloud native registry project that stores, signs, and scans content.",false,1832,0.6,13988,511,3578,7848,6295,138,"cncf, container, registry, helm",215,43,390,1.62,5.94,3.85,10.29,10.07,9.3,9.58,8.82,9.45,10.15,7.66,7.64,1530,1683,1852,1982,2099,2197,2366,2498,2650,2807,2988,3149,3361,3534,3753,3957,4161,4341,4681,5001,5265,5551,5931,6245,6564,6778,7107,7448,7772,8056,8410,8733,9119,9487,9886,10275,10526,10768,11094,11377,11816,12090,12364,12630,12874,13100,13403,13691,13976
"aelsabbahy/goss","Quick and Easy server testing/validation",false,1950.9,15.9,4237,81,376,354,324,56,"goss, health-endpoint, devops, tdd, tdd-utilities, testing, infrastructure-as-code, testing-tools, health-check, go, golang, docker, nagios, tap, linux, devops-tools, sensu",85,2,175,0.73,8.81,3.84,0.29,0.86,1.05,1.16,1.28,1.71,1.95,2.17,2.17,662,748,1072,1293,1358,1411,1483,1547,1589,1638,1728,1810,1887,1940,2050,2135,2228,2294,2362,2398,2554,2622,2687,2733,2810,2870,2950,3011,3082,3136,3229,3289,3343,3391,3458,3554,3611,3706,3757,3806,3883,3940,4001,4033,4068,4129,4172,4202,4236
"pi-hole/docker-pi-hole","Pi-hole in a docker container",false,1827.7,6,3425,104,659,481,295,41,"pi-hole, docker-container, dns, web-app, ad-blocker, hacktoberfest",78,5,152,0.63,9.46,3.84,3.86,4.36,3.98,5.79,4.28,4.19,3.7,,1.94,50,60,86,100,117,123,129,138,148,161,177,195,223,248,270,295,316,332,356,404,450,491,534,612,709,816,880,1006,1102,1169,1246,1366,1493,1574,1658,1770,1882,1993,2101,2214,2419,2528,2629,2716,2795,2883,3139,3289,3411
"duplicati/duplicati","Store securely encrypted backups in the cloud!",false,2373.6,0.2,5809,192,625,3443,978,157,"duplicati, backup, c-sharp, cloud-storage-services, webdav, sftp, encryption, trust-no-one-backup, tno-backup, cloud-backup, client-only-backup",140,16,215,0.89,7.89,3.82,3.57,3.5,3.65,3.35,3,3.04,3.04,2.97,2.45,1132,1232,1316,1414,1533,1621,1711,1865,2008,2113,2194,2284,2366,2464,2556,2672,2762,2854,2922,3021,3097,3196,3346,3461,3581,3710,3820,3893,3980,4060,4144,4216,4315,4402,4486,4575,4690,4768,4870,4978,5088,5173,5255,5327,5410,5496,5600,5691,5803
"pikvm/pikvm","Open and cheap DIY IP-KVM based on Raspberry Pi",false,505.4,0.1,2110,110,111,126,41,0,"raspberry-pi, kvm, ipmi, vnc, mass-storage-device, ip-kvm, ipkvm, pi-kvm, pikvm, video-capture-device, hdmi, vga, atx, raspberrypi, hardware",19,1,109,0.45,11.01,3.8,15,12.29,9.21,8.65,7.65,5.63,,,4.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,17,22,27,32,52,78,115,681,936,1174,1289,1631,1798,2078
"StevenBlack/hosts","Consolidating and extending hosts files from several well-curated sources. You can optionally pick extensions to block pornography, social media, and other categories.",false,3218.1,0.3,17096,575,1532,1058,448,303,"python, unified-hosts, malware, ad-blocker, porn-filter, social-media-filter, hosts, privacy, protection, pornblocker, gambling-filter, ransomware, trojans, security, curated-sources, anti-virus",101,1,439,1.83,5.47,3.8,30.14,18.21,12.95,9,7.62,7.85,7.98,9.05,5.3,4850,5061,5287,5464,5776,5959,6159,6350,6522,6740,7052,7257,7570,7790,8457,8714,8966,9193,9440,9674,9962,10261,10460,10669,11224,11531,11764,12019,12282,12557,12754,12948,13220,13461,13744,13939,14184,14417,14629,14900,15177,15455,15661,15857,16050,16231,16450,16658,17053
"snipe/snipe-it","A free open source IT asset/license management system",false,2639,0.1,4698,323,1738,7634,1416,176,"assets-management, asset-manager, itam, license-management, asset-management",146,5,186,0.77,8.44,3.8,2.71,3,2.79,2.99,2.9,3.03,2.88,2.26,1.78,1005,1057,1097,1127,1158,1196,1249,1306,1350,1404,1453,1521,1590,1670,1746,1818,1891,1951,2045,2138,2234,2345,2413,2475,2588,2653,2770,2864,2952,3043,3130,3203,3254,3325,3412,3492,3588,3726,3815,3911,4005,4088,4162,4242,4327,4419,4528,4607,4694
"speed47/spectre-meltdown-checker","Spectre, Meltdown, Foreshadow, Fallout, RIDL, ZombieLoad vulnerability/mitigation checker for Linux & BSD",false,1122.3,20.1,3371,188,450,236,153,12,"mitigation, kernel, meltdown, spectre, linux, cve-2017-5753, cve-2017-5715, cve-2017-5754, freebsd, netbsd, dragonflybsd, cve-2018-3640, cve-2018-3639, foreshadow, cve-2018-3615, cve-2018-3620, cve-2018-3646, zombieload, cve-2019-11135",57,1,148,0.62,9.36,3.78,0.29,0.43,0.62,0.79,0.59,0.68,1.13,,3.01,0,0,0,0,0,0,0,0,0,0,0,0,1663,1902,2032,2117,2200,2237,2286,2387,2437,2473,2495,2525,2549,2566,2606,2629,2783,2829,2854,2883,2907,2931,3053,3087,3122,3152,3171,3200,3219,3238,3262,3274,3288,3299,3327,3351,3372
"rocky-linux/rocky","Rocky Linux is a community enterprise Operating System designed to be 100% bug-for-bug compatible with Enterprise Linux created in response to the effective discontinuation of CentOS.",false,56,6.5,8750,515,367,43,97,0,"rocky, enterprise-linux",35,15,279,1.16,6.8,3.77,20.43,20.07,21.27,,,,,,160.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8067,8715
"postalhq/postal","📨 A fully featured open source mail delivery platform for incoming & outgoing e-mail",false,1385.4,25.3,10196,222,660,1198,94,0,"ruby, mail, smtp, postal, mail-server",29,4,308,1.28,6.44,3.76,2.29,2.07,1.71,1.57,1.93,2.33,2.33,,7.38,0,0,0,5392,6446,6586,6730,6837,6928,7008,7079,7173,7417,7614,7723,7832,7902,7966,8026,8083,8142,8192,8365,8430,8491,8566,8642,8727,8781,8835,8964,9021,9081,9144,9215,9278,9341,9401,9484,9597,9716,9780,9839,9899,9975,10047,10103,10138,10192
"etcd-io/etcd","Distributed reliable key-value store for the most critical data of a distributed system",false,2768,0.1,34605,1365,7349,5219,7430,192,"etcd, raft, distributed-systems, kubernetes, go, database, key-value, consensus, distributed-database",631,23,692,2.88,4.26,3.74,15.86,17.36,15.68,15.18,14.32,15.36,17.19,14.55,12.51,11469,11825,12173,12532,12870,13206,13618,13960,14287,14623,14986,15381,15850,16295,16810,17337,17829,18258,18770,19294,19787,20248,20760,21386,22033,22521,23239,23857,24533,25141,25799,26397,26929,27464,27966,28512,28973,29458,29917,30488,31039,31514,31966,32383,32822,33193,33675,34101,34579
"prometheus-operator/prometheus-operator","Prometheus Operator creates/configures/manages Prometheus clusters atop Kubernetes",false,1594,0.1,5325,153,2368,1876,1921,78,"kubernetes, prometheus, monitoring, hacktoberfest",397,10,199,0.83,7.97,3.74,6.57,5.79,4.54,5,4.38,4.2,4.15,,3.43,124,148,187,231,256,289,346,389,432,503,566,642,735,829,939,1101,1237,1362,1465,1605,1715,1848,1987,2123,2287,2438,2592,2734,2863,2996,3136,3252,3356,3457,3582,3692,3781,3903,4013,4135,4273,4397,4514,4634,4757,4858,4991,5175,5315
"gravitational/teleport"," Secure Access for Developers that doesn't get in the way. ",false,2164.1,0,9004,228,749,2521,2941,256,"ssh, go, bastion, teleport-binaries, certificate, golang, cluster, teleport, firewall, security, jumpserver, rbac, audit, pam, kubernetes, kubernetes-access, firewalls, clusters",136,43,282,1.17,6.68,3.74,2.71,3.71,3.98,3.36,3.36,3.58,3.05,,4.95,3606,3671,3966,4661,4760,4834,4901,4960,5092,5155,5218,5302,5449,5537,5627,5714,5826,5978,6078,6307,6406,6489,6581,6680,6762,6820,6909,7010,7101,7160,7229,7302,7366,7486,7543,7615,7680,7799,7866,7968,8075,8164,8373,8483,8589,8680,8774,8866,8988
"coolsnowwolf/lede","Lean's OpenWrt source",false,1245.6,0.5,14628,675,12840,4582,1613,1,"lede, lua, openwrt, openwrt-shadowsocksr-libev-full, openwrt-package, openwrt-zh-cn, openwrt-feed",222,1,389,1.62,5.67,3.73,36.71,28.64,23.08,19.8,17.23,21.95,17.72,,11.73,0,0,0,0,0,0,0,0,184,277,366,420,488,550,611,704,777,876,920,979,1061,1214,1389,1526,1658,1819,1995,2224,2809,3129,3482,3775,4095,4609,5098,5979,6579,7724,8893,9793,10342,10874,11448,11905,12340,12784,13396,13889,14593
"k3s-io/k3s","Lightweight Kubernetes",false,978.8,0.5,15755,278,1284,1863,1017,190,"kubernetes, k8s",1752,26,409,1.7,5.53,3.73,11.14,10.86,11.15,12.73,12.72,12.51,20.55,,18.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,544,556,607,733,3918,5814,6466,7030,7460,7895,8335,8743,9162,10304,10785,11169,11544,11945,12336,12778,13088,13415,13856,14227,14573,15000,15396,15737
"future-architect/vuls","Agent-less vulnerability scanner for Linux, FreeBSD, Container, WordPress, Programming language libraries, Network devices",false,1773.8,1,8241,348,911,448,713,57,"vuls, vulnerability-scanners, golang, go, linux, freebsd, vulnerability-detection, security, security-tools, cybersecurity, security-vulnerability, security-scanner, security-hardening, security-automation, security-audit, vulnerability-assessment, vulnerability-management, vulnerability-scanner, vulnerabilities, administrator",105,30,264,1.1,6.83,3.71,1.71,2.43,2.24,2.45,2.59,3.26,3.23,,4.65,3349,3493,3752,3882,3952,4031,4103,4246,4370,4502,4638,4729,4845,4933,5030,5113,5187,5263,5359,5476,5563,5635,5731,5799,5874,5966,6148,6248,6357,6494,6595,6685,6758,6830,6896,6970,7045,7183,7271,7354,7447,7523,7763,7830,7913,8011,8089,8167,8236
"filebrowser/filebrowser","📂 Web File Browser",false,1971,0.8,8715,217,1309,850,358,26,"filemanager, plugin, interface, web, extension, administrator, gui, vuejs",86,4,273,1.13,6.68,3.7,8.14,8.07,8.35,11.52,8.9,6.81,6.3,4.74,4.43,111,115,119,129,148,167,828,977,1063,1181,1319,1435,1567,1671,1937,2097,2227,2425,2720,2945,3133,3385,3691,3889,4104,4246,4451,4647,4876,5052,5230,5380,5513,5767,5914,6094,6215,6331,6465,6586,6726,6903,7077,7245,7462,7651,8107,8447,8703
"danistefanovic/build-your-own-x","🤓 Build your own (insert technology here)",false,1000.4,0.2,96403,3658,8515,388,176,0,"programming, tutorials, tutorial-code, tutorial-exercises, free",70,1,1357,5.64,3,3.7,231.86,150.5,120.36,104.94,97.78,102.99,75.45,,95.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26269,32884,34611,36102,36892,37514,38505,39176,40066,40919,42055,42650,43697,44250,44821,45505,47078,48441,54932,56361,57554,59425,61430,68527,72722,75521,77302,79637,82690,85569,88087,91485,95147
"iptv-org/iptv","Collection of 5000+ publicly available IPTV channels from all over the world",false,811,0.1,26285,1062,701,514,1560,0,"iptv, m3u, playlist, json",82,3,570,2.37,4.62,3.7,33.29,83.21,75.48,69.56,43.11,37.47,35.89,,33.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,47,99,168,248,298,526,856,2514,8046,9703,11638,12540,13271,14006,14837,15595,17723,18349,19306,19671,19870,21369,23920,26217
"openstack/openstack","Repository tracking all OpenStack repositories as submodules. Mirror of code maintained at opendev.org.",false,2658.2,0,3837,582,1473,0,17,0,"",2272,10,158,0.66,8.78,3.7,1.43,1.57,1.55,1.57,1.39,1.35,1.41,1.53,1.46,1725,1788,1869,1918,1972,2028,2076,2122,2169,2221,2285,2332,2396,2446,2487,2530,2574,2607,2636,2666,2684,2715,2753,2777,2806,2839,2891,2941,2986,3028,3078,3116,3158,3206,3265,3310,3343,3385,3427,3468,3506,3547,3580,3616,3656,3690,3740,3787,3835
