"fullName","description","createdAgo","pushedAgo","isFork","repoStars","usersStars","leftShare","rightShare","relevance","T1W","T2W","T1M","T3M","T6M","T1Y","T2Y","T5Y","TI","T-36","T-35","T-34","T-33","T-32","T-31","T-30","T-29","T-28","T-27","T-26","T-25","T-24","T-23","T-22","T-21","T-20","T-19","T-18","T-17","T-16","T-15","T-14","T-13","T-12","T-11","T-10","T-9","T-8","T-7","T-6","T-5","T-4","T-3","T-2","T-1","T0"
"Spijkervet/SimCLR","PyTorch implementation of SimCLR: A Simple Framework for Contrastive Learning of Visual Representations by T. Chen et al.",321.4,18.5,,265,5,0.82,4.15,2.42,,0.29,0.3,0.49,0.58,,,,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,95,118,136,159,183,201,219,234,256,268
"facebookresearch/fairscale","PyTorch extensions for high performance and large scale training.",202.1,9.5,,637,9,1.48,3.11,2.42,,0.86,1.74,2.4,2.94,,,,3.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,167,329,418,475,583,655
"Pilhyeon/BaSNet-pytorch","Official Pytorch Implementation of 'Background Suppression Network for Weakly-supervised Temporal Action Localization' (AAAI-20)",431.5,41.7,,124,3,0.49,5.32,2.41,,,0.13,0.16,0.15,0.23,,,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,39,50,61,68,74,87,96,101,104,109,116,119,126
"DirtyHarryLYL/HOI-Learning-List","A list of the Human-Object Interaction Learning studies.",320.2,10.3,,124,3,0.49,5.32,2.41,,0.14,0.16,0.25,0.31,,,,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,39,46,65,78,87,100,110,118,125
"d-li14/mobilenetv2.pytorch","72.8% MobileNetV2 1.0 model on ImageNet and a spectrum of pre-trained MobileNetV2 models",887.2,10.8,,352,6,0.98,3.75,2.4,,0.29,0.33,0.48,0.48,0.51,0.46,,0.41,0,0,0,0,0,0,0,0,2,2,3,3,12,26,35,43,65,77,90,103,109,117,134,152,167,174,188,211,229,249,265,278,293,308,323,342,357
"MILVLG/openvqa","A lightweight, scalable, and general framework for visual question answering research",571.7,33.8,,191,4,0.66,4.6,2.4,,0.07,0.13,0.16,0.25,0.27,,,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,45,48,52,75,79,94,99,112,124,130,137,145,153,168,177,184,187,193
"huggingface/notebooks","Notebooks using the Hugging Face libraries 🤗",224.3,19.1,,127,3,0.49,5.19,2.37,1.86,1.79,1.48,0.95,0.74,,,,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,40,45,57,76,99,149
"jacobjinkelly/easy-neural-ode","Code for the paper ""Learning Differential Equations that are Easy to Solve""",217.1,41.8,,128,3,0.49,5.15,2.35,0.29,0.21,0.26,0.5,0.48,,,,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,54,67,84,97,123,132
"okcashpro/okcash","Okcash Core integration/staging tree.",1517.7,19.4,,276,5,0.82,3.98,2.35,,0.07,0.85,1.26,0.63,0.32,0.17,,0.18,140,141,143,144,147,149,150,150,151,151,152,152,152,153,153,153,153,154,155,155,156,157,157,158,158,158,159,159,159,160,160,160,161,161,161,250,279
"POSTECH-CVLab/PyTorch-StudioGAN","StudioGAN is a Pytorch library providing implementations of representative Generative Adversarial Networks (GANs) for conditional/unconditional image generation.",220.7,9.3,,368,6,0.98,3.58,2.33,,0.5,0.69,2.18,1.31,,,,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,128,140,157,169,213,347,377
"cgpotts/dynasent","DynaSent: Dynamic Sentiment Analysis Dataset",26,20.9,,130,3,0.49,5.07,2.33,,0.14,,,,,,,5.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131
"Intsights/sergeant","Fast, Safe & Simple Asynchronous Task Queues Written In Pure Python",295.5,8.2,,130,3,0.49,5.07,2.33,,,0.03,0.04,0.03,,,,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,118,121,123,124,125,125,126,128,131
"jiupinjia/stylized-neural-painting","Official Pytorch implementation of the preprint paper ""Stylized Neural Painting"", in arXiv:2011.08114.",70.1,23.9,,575,8,1.31,3.06,2.31,,0.71,2.04,,,,,,8.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,515,592
"openai/robogym","Robotics Gym Environments",97.9,18.9,,203,4,0.66,4.33,2.31,,0.21,0.33,,,,,,2.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,192,209
"bert-nmt/bert-nmt","",488.6,11.8,,205,4,0.66,4.29,2.29,,0.07,0.26,0.41,0.39,0.46,,,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,31,37,47,62,77,104,117,134,144,155,169,182,197,210
"gordicaleksa/pytorch-original-transformer","My implementation of the original transformer model (Vaswani et al.). I've additionally included the playground.py file for visualizing otherwise seemingly hard concepts. Currently included IWSLT pret...",98.1,29.4,,386,6,0.98,3.42,2.26,,,0.33,,,,,,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,375,391
"yanchokraev/grayshift","A lightweight front-end component library for developing fast and powerful web interfaces.",458.2,36.3,,293,5,0.82,3.75,2.26,,,0.07,0.27,1.02,0.65,,,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,54,57,79,85,91,97,101,107,115,143,267,279,290,306
"rosinality/swapping-autoencoder-pytorch","Unofficial implementation of Swapping Autoencoder for Deep Image Manipulation (https://arxiv.org/abs/2007.00653) in PyTorch",201.8,23.1,,137,3,0.49,4.81,2.25,0.71,0.43,0.79,0.77,0.62,,,,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,50,58,72,90,118,144
"pfnet/pfrl","PFRL: a PyTorch-based deep reinforcement learning library",215.5,13,,488,7,1.15,3.15,2.25,,0.71,1.02,1.8,,,,,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,268,329,426,461,510
"NVlabs/NVAE","The Official PyTorch Implementation of ""NVAE: A Deep Hierarchical Variational Autoencoder"" (NeurIPS 2020 spotlight paper)",160.1,28.3,,494,7,1.15,3.12,2.23,,0.36,1.35,2.19,,,,,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,294,393,452,502
"PrincetonLIPS/SketchGraphs","A dataset of 15 million CAD sketches with geometric constraint graphs.",201.8,39,,139,3,0.49,4.74,2.23,,,,0.08,0.33,,,,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,115,122,133,137,139,140
"facebookresearch/Adversarial-Continual-Learning","Implementation for the paper ""Adversarial Continual Learning"" in PyTorch.",424.9,41,,140,3,0.49,4.71,2.22,,0.07,0.36,0.54,0.43,,,,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,33,52,57,62,77,85,92,101,129,143
"facebookresearch/DPR","Dense Passage Retriever - is a set of tools and models for open domain Q&A task.",257.8,40.4,,395,6,0.98,3.34,2.22,,0.57,0.85,1.13,1.06,,,,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,166,202,239,255,293,331,370,407
"WuHuRestaurant/xf_event_extraction2020Top1","科大讯飞2020事件抽取挑战赛第一名解决方案&完整事件抽取系统",116.8,27.5,,144,3,0.49,4.58,2.18,1.29,2.57,1.51,1.67,,,,,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,72,109,157
"safe-waters/docker-lock","Automatically manage image digests in Dockerfiles, docker-compose files, and Kubernetes manifests by tracking them in a separate Lockfile",553.2,10.8,,310,5,0.82,3.55,2.18,,0.43,1.94,1.45,0.77,0.42,,,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,47,143,154,156,157,159,160,161,167,170,171,172,178,199,250,317
"mackelab/sbi","Simulation-based inference in PyTorch",349.3,10.5,,145,3,0.49,4.55,2.17,0.29,0.57,0.33,0.27,0.43,,,,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,36,67,102,114,122,129,137,148
"MCG-NJU/MOC-Detector","Actions as Moving Points",299.8,37.4,,145,3,0.49,4.55,2.17,,0.21,0.39,0.45,0.56,,,,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,16,43,65,96,105,116,133,157
"yzhao062/data-mining-conferences","Ranking, acceptance rate, deadline, and publication tips",732,33.8,,226,4,0.66,3.89,2.15,,,0.2,0.3,0.36,0.36,,,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,12,16,23,28,36,46,64,77,83,95,110,122,133,143,153,160,171,187,199,215,220,228
"ramanans1/plan2explore","Repository for the paper ""Planning to Explore via Self-Supervised World Models""",277.8,8.9,,148,3,0.49,4.46,2.14,,,0.1,0.18,0.28,,,,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,89,97,106,113,132,142,145,151
"aashrafh/Mozart","An optical music recognition (OMR) system. Converts sheet music to a machine-readable version.",42.4,11.2,,148,3,0.49,4.46,2.14,6.57,,,,,,,,18.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211
"open-mmlab/OpenUnReID","PyTorch open-source toolbox for unsupervised or domain adaptive object re-ID.",245.7,9.7,,231,4,0.66,3.81,2.12,,0.14,0.49,0.81,0.81,,,,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,119,139,157,190,216,241
"microsoft/DeBERTa","The implementation of DeBERTa",231.2,11.6,,323,5,0.82,3.4,2.12,,6.57,7.27,2.64,1.49,,,,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,63,75,85,95,106,115,401
"cywang97/StreamingTransformer","",260.7,10.5,,151,3,0.49,4.37,2.11,0.29,0.29,0.26,0.56,0.48,,,,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,36,65,81,89,103,120,145,156
"megvii-model/FunnelAct","",186.7,14.5,,152,3,0.49,4.34,2.1,,0.07,0.2,0.57,0.71,,,,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,79,92,101,135,146,154
"facebookresearch/rebel","An algorithm that generalizes the paradigm of self-play reinforcement learning and search to imperfect-information games.",199.2,15.2,,327,5,0.82,3.36,2.1,,0.64,1.28,3.05,1.78,,,,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,40,49,54,287,352
"jonbarron/website","",1439,8.7,,432,6,0.98,3.05,2.09,,0.43,0.59,0.84,0.74,0.62,0.49,,0.38,5,8,13,15,21,24,31,36,40,48,52,60,71,77,85,97,110,121,131,142,153,162,182,194,204,214,232,248,260,278,296,316,332,355,384,413,441
"google-research/meta-dataset","A dataset of datasets for learning to learn from few examples",692.1,39.9,,433,6,0.98,3.05,2.09,,0.14,0.33,0.62,0.65,0.71,,,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,52,65,75,91,104,118,134,142,163,174,184,201,217,269,297,315,336,358,375,390,423,439
"budzianowski/multiwoz","Source code for end-to-end dialogue model from the MultiWOZ paper (Budzianowski et al. 2018, EMNLP)",847.1,20.7,,345,5,0.82,3.19,2.03,,0.29,0.33,0.58,0.51,0.53,0.4,,0.41,0,0,0,0,0,0,0,0,0,19,42,48,53,59,62,66,69,75,91,105,111,117,124,139,152,157,173,194,213,234,253,261,277,292,318,336,351
"sberbank-ai-lab/LightAutoML","LAMA - automatic model creation framework",347.3,14.4,,161,3,0.49,4.1,2.02,0.14,0.5,0.53,1.74,,,,,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,147,164
"wandb/examples","Example deep learning projects that use wandb's features.",1092.1,12.1,,349,5,0.82,3.15,2.01,,0.5,0.62,0.71,0.81,0.71,0.46,,0.35,0,0,0,0,2,2,3,3,3,4,10,10,11,11,12,12,20,21,23,35,53,62,67,72,88,101,111,135,156,181,200,221,252,283,316,330,361
"jik876/hifi-gan","HiFi-GAN: Generative Adversarial Networks for Efficient and High Fidelity Speech Synthesis",103.4,13.8,,251,4,0.66,3.5,2,,1,1.45,2.44,,,,,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,139,207,275
"MILVLG/mcan-vqa","Deep Modular Co-Attention Networks for Visual Question Answering",599.6,40.7,,252,4,0.66,3.49,2,,,0.07,0.27,0.3,0.32,,,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,75,87,96,102,114,121,133,139,148,160,170,187,197,205,215,226,235,249,265
"LINBIT/linstor-server","High Performance Software-Defined Block Storage for container, cloud and virtualisation. Fully integrated with Docker, Kubernetes, Openstack, Proxmox etc.",1109.3,12.4,,352,5,0.82,3.12,2,,0.07,0.3,0.39,0.44,0.82,0.45,,0.36,0,0,0,0,3,7,11,14,18,20,21,22,23,24,26,28,29,31,34,40,42,46,48,50,52,103,110,114,121,125,270,289,302,316,326,343,355
"DeepPavlov/convai","",1393.5,18,,354,5,0.82,3.11,1.99,,,0.03,0.11,0.15,0.16,0.17,,0.26,59,62,85,119,134,150,155,171,185,193,206,219,229,235,244,250,257,263,266,271,277,283,289,292,294,299,306,311,314,321,327,333,339,343,348,353,356
"facebookresearch/SentAugment","SentAugment is a data augmentation technique for NLP that retrieves similar sentences from a large bank of sentences. It can be used in combination with self-training and knowledge-distillation, or fo...",104.2,39,,254,4,0.66,3.46,1.99,,0.07,0.16,0.89,,,,,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,237,248,257
"who0sy/jd_kill","京东茅台懂得都懂 main分支是新版本，old分支是docker之前的版本 ",19.8,17.8,,253,4,0.66,3.48,1.99,,3.86,,,,,,,13.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272
"renqianluo/NAO","Neural Architecture Optimization",822.7,14.6,,263,4,0.66,3.34,1.94,,0.07,0.07,0.07,0.08,0.1,0.23,,0.32,0,0,0,0,0,0,0,0,0,0,47,74,92,108,125,142,156,173,188,197,205,211,216,219,224,225,230,236,240,244,249,251,253,256,258,260,264
"microsoft/task_oriented_dialogue_as_dataflow_synthesis","Code to reproduce experiments in the paper ""Task-Oriented Dialogue as Dataflow Synthesis"" (TACL 2020).",277,10.2,,175,3,0.49,3.77,1.91,0.14,0.36,0.16,0.45,,,,,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,136,164,171,178
"etesync/etesync-web","An EteSync web client",1151.9,11.3,,176,3,0.49,3.75,1.9,0.14,0.36,0.23,0.28,0.22,0.18,0.21,,0.15,6,7,8,11,13,13,14,14,16,17,19,21,23,27,29,31,33,36,38,39,42,48,107,108,111,114,120,127,129,134,138,139,146,151,167,170,178
"bloomberg/koan","A word2vec negative sampling implementation with correct CBOW update.",46,13.2,,179,3,0.49,3.68,1.88,4.43,2.86,,,,,,,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
"decisionforce/TPN","[CVPR 2020] Temporal Pyramid Network for Action Recognition",318.6,13.5,,286,4,0.66,3.07,1.84,,0.07,0.2,0.42,0.64,,,,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,90,113,142,170,213,229,248,266,279,291
"Sungman-Cho/Awesome-Self-Supervised-Papers","Paper bank for Self-Supervised Learning",286.4,15.6,,185,3,0.49,3.56,1.84,0.29,0.29,0.23,0.35,0.52,,,,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,80,85,94,109,120,155,175,180,188
"Alibaba-MIIL/TResNet","Official Pytorch Implementation of ""TResNet: High-Performance GPU-Dedicated Architecture"" (WACV 2021)",304.1,18.2,,287,4,0.66,3.06,1.83,,0.21,0.33,0.39,0.53,,,,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,145,169,191,204,217,251,270,278,292
"yzhangcs/parser","A collection of state-of-the-art models for Dependency Parsing, Constituency Parsing and Semantic Dependency Parsing.",840.4,9.7,,292,4,0.66,3.01,1.81,,0.93,0.76,0.71,0.88,0.61,0.39,,0.36,0,0,0,0,0,0,0,0,0,1,2,3,5,7,10,14,20,25,28,30,36,45,58,66,71,76,84,96,106,123,132,166,204,228,248,270,306
"martius-lab/blackbox-backprop","Torch modules that wrap blackbox combinatorial solvers according to the method presented in ""Differentiating Blackbox Combinatorial Solvers""",416.2,14.3,,192,3,0.49,3.43,1.8,0.29,0.36,0.33,0.33,0.32,0.41,,,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,45,66,77,92,118,129,136,153,163,164,170,184,196
"wallarm/gotestwaf","Go Test WAF project, a tool to test different WAF detects for apps and APIs",363,9.5,,192,3,0.49,3.43,1.8,0.14,0.14,0.1,0.23,0.26,,,,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,15,36,54,145,162,168,171,181,188,192
"HKUSTCV/FSS-1000","FSS-1000, A 1000-class Dataset For Few-shot Segmentation",660.5,40.6,,193,3,0.49,3.42,1.79,,0.07,0.16,0.24,0.27,0.27,,,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,70,78,84,86,93,96,99,100,105,129,142,150,161,170,177,187,196
"roboserg/RoboLeague","A Rocket League clone for AI research",305.9,29.2,,199,3,0.49,3.31,1.75,2.71,2.21,6.74,2.28,1.15,,,,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,7,8,10,11,11,12,13,222
"facebookresearch/DomainBed","DomainBed is a suite to test domain generalization algorithms",210,11.4,,202,3,0.49,3.26,1.74,0.29,1.93,1.45,1.05,1,,,,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,45,70,109,133,160,206
"InterDigitalInc/CompressAI","A PyTorch library and evaluation platform for end-to-end compression research",216.9,28,,206,3,0.49,3.2,1.71,1,1,0.89,1.72,1.05,,,,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,29,43,57,136,187,215
"MegEngine/Models","采用MegEngine实现的各种主流深度学习模型",313.5,11.6,,208,3,0.49,3.17,1.7,,,0.07,0.21,0.25,,,,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,130,138,141,163,176,182,189,196,207,210
"joojs/fairface","FairFace: Face Attribute Dataset for Balanced Race, Gender, and Age",541.9,8.8,,216,3,0.49,3.05,1.66,,0.5,0.3,0.28,0.21,0.27,,,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,80,93,106,113,116,127,138,146,154,166,176,179,184,189,197,206,221
"davda54/sam","SAM: Sharpness-Aware Minimization (PyTorch)",92,10,,216,3,0.49,3.05,1.66,0.86,4.14,4.37,,,,,,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,89,253
"ivanvovk/WaveGrad","Implementation of Google Brain's WaveGrad high-fidelity vocoder (paper: https://arxiv.org/pdf/2009.00713.pdf). First implementation on GitHub.",144.2,23.8,,220,3,0.49,3,1.64,0.71,0.5,0.46,0.36,,,,,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,193,208,211,227
